"ANO";"NIVEL";"CODMUNRES";"TO";"TORC";"TORCR";"TO_NN";"TO_N";"TO_CB_I";"TO_CB_N";"TO_CB_C";"TO_CB_R";"TO_CB_O";"TO_M";"TO_F";"TO_F_IF";"TO_FT";"TO_NT";"TO_NT_P";"TO_NT_T";"TO_PNT";"TONT_B";"TONT_PT";"TONT_A";"TONT_PD";"TONT_I";"TO_MT";"TO_MT_DG";"TO_MT_PT";"TO_MT_AB";"TO_MT_42";"TO_MT_43";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_ES";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_EM";"TO_MT_P_ESI";"TO_MT_P_ESC"
2016;"UF";"352650";57;2;NA;4;53;3;4;12;8;26;30;27;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352660";49;4;NA;6;43;1;9;10;5;18;25;24;1;0;3;1;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352670";663;35;NA;50;613;35;106;134;92;246;368;295;33;0;6;4;2;2;6;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"352680";421;20;NA;20;401;12;82;117;69;121;232;189;18;0;7;7;0;1;6;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1
2016;"UF";"352690";1965;67;NA;145;1820;96;363;587;266;508;1084;881;83;0;19;13;6;10;13;0;0;5;0;6;0;1;0;2;3;3;3;0;1;0;1;0;1
2016;"UF";"352700";67;4;NA;4;63;6;16;19;6;16;40;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352710";643;15;NA;45;598;16;105;123;116;238;345;298;23;0;7;5;2;0;6;0;0;1;0;3;0;1;0;2;0;3;3;0;0;1;2;0;0
2016;"UF";"352720";686;15;NA;63;623;32;88;179;100;224;382;303;20;0;5;3;2;6;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352725";23;0;NA;1;22;0;5;3;2;12;14;9;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352730";212;15;NA;17;195;7;45;65;27;51;114;98;14;0;5;5;0;0;4;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"352740";172;6;NA;3;169;6;33;47;23;60;95;77;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352750";20;1;NA;2;18;1;4;2;2;9;13;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352760";60;3;NA;8;52;4;12;12;9;15;37;23;5;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352770";36;1;NA;2;34;2;9;10;3;10;23;13;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352780";25;0;NA;0;25;1;4;6;5;9;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352790";26;1;NA;4;22;1;2;7;5;7;11;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352800";128;5;NA;7;121;4;23;31;13;50;70;58;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352810";63;3;NA;2;61;2;10;24;11;14;35;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352820";21;0;NA;2;19;2;5;7;1;4;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352830";32;4;NA;2;30;1;9;6;3;11;21;11;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352840";287;11;NA;24;263;9;49;85;36;84;163;124;15;0;6;5;1;0;6;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"352850";554;49;NA;58;496;19;76;194;74;133;303;251;31;0;8;5;3;4;4;0;0;4;0;3;1;0;0;2;0;3;3;0;0;2;1;0;0
2016;"UF";"352860";72;4;NA;3;69;2;8;17;10;32;40;32;5;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352870";32;2;NA;1;31;1;3;11;2;14;14;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352880";96;0;NA;8;88;2;18;21;15;32;57;39;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352885";18;0;NA;0;18;0;4;9;0;5;9;9;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352890";32;1;NA;3;29;1;4;15;3;6;19;13;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352900";1632;72;NA;121;1511;52;313;505;277;364;897;735;54;0;21;13;8;13;18;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"352910";16;0;NA;1;15;1;5;4;1;4;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352920";212;6;NA;18;194;5;37;45;39;68;123;89;8;0;2;2;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352930";564;14;NA;31;533;30;107;153;114;129;306;258;26;0;9;4;5;3;8;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1
2016;"UF";"352940";2270;115;NA;180;2090;85;380;790;340;495;1241;1029;125;0;42;25;17;11;25;0;0;14;1;13;3;2;2;3;3;10;9;0;1;2;4;0;2
2016;"UF";"352950";37;1;NA;3;34;1;6;12;8;7;26;11;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352960";24;1;NA;1;23;1;4;9;6;3;14;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352965";18;0;NA;5;13;1;0;6;5;1;10;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352970";138;11;NA;15;123;4;22;34;18;45;84;54;6;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352980";103;4;NA;11;92;5;14;17;31;25;55;48;6;0;2;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"352990";155;19;NA;13;142;2;18;52;13;57;83;72;11;0;5;5;0;0;4;0;0;1;0;2;0;0;0;1;1;1;1;0;0;0;0;0;1
2016;"UF";"353000";22;0;NA;2;20;1;2;10;2;5;14;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353010";220;5;NA;16;204;12;36;58;32;66;129;91;11;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353020";153;4;NA;18;135;5;25;50;22;33;96;57;6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"353030";443;9;NA;49;394;22;79;102;83;108;245;198;16;0;8;7;1;3;8;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2016;"UF";"353040";24;1;NA;2;22;5;5;7;2;3;16;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353050";568;4;NA;32;536;9;106;190;85;146;312;256;21;0;6;5;1;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353060";2689;322;NA;215;2474;95;490;997;331;561;1482;1207;127;0;42;23;19;35;32;1;0;8;0;4;0;1;0;1;2;2;2;0;0;1;0;0;1
2016;"UF";"353070";1009;13;NA;59;950;53;172;286;152;287;582;427;38;0;14;11;3;5;14;0;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0;0;0
2016;"UF";"353080";658;56;NA;51;607;31;117;180;110;169;367;291;24;0;3;1;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353090";23;3;NA;1;22;1;7;3;1;10;13;10;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353100";16;0;NA;1;15;0;3;4;2;6;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353110";508;44;NA;31;477;29;62;189;53;144;308;200;27;0;4;3;1;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353120";66;2;NA;2;64;1;12;13;10;28;36;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353130";375;8;NA;25;350;14;63;87;77;109;205;170;10;0;4;2;2;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353140";199;2;NA;28;171;4;32;40;31;64;103;96;6;0;2;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353150";165;6;NA;13;152;3;28;44;19;58;94;71;3;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353160";30;0;NA;2;28;3;4;6;9;6;18;12;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353170";29;0;NA;3;26;1;3;8;6;8;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353180";344;23;NA;37;307;19;67;75;42;104;216;128;25;0;1;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353190";190;7;NA;16;174;6;36;49;27;56;108;82;10;0;5;3;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353200";99;6;NA;8;91;1;18;28;11;33;57;42;8;0;3;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353205";23;1;NA;2;21;1;2;7;4;7;12;11;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353210";49;2;NA;4;45;0;9;12;6;18;30;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353215";18;3;NA;2;16;0;3;5;2;6;9;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353220";41;2;NA;8;33;1;10;8;5;9;23;18;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353230";58;5;NA;8;50;2;10;15;6;17;32;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353240";152;12;NA;10;142;5;23;61;26;27;90;62;5;0;3;3;0;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"353250";78;1;NA;10;68;2;10;23;13;20;44;34;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353260";108;9;NA;11;97;3;12;36;15;31;65;43;5;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
2016;"UF";"353270";23;1;NA;3;20;1;2;4;5;8;13;10;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353280";51;0;NA;8;43;2;6;10;11;14;33;18;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353282";59;4;NA;6;53;2;5;17;6;23;39;20;3;0;2;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353284";14;0;NA;0;14;1;2;3;3;5;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353286";12;1;NA;2;10;1;3;2;1;3;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353290";60;7;NA;5;55;3;10;13;14;15;33;27;4;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353300";129;4;NA;12;117;7;20;39;20;31;76;53;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353310";18;1;NA;0;18;1;2;1;2;12;5;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353320";18;1;NA;1;17;0;3;5;5;4;11;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353325";27;2;NA;4;23;0;8;3;1;11;12;15;1;0;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353330";22;0;NA;2;20;0;4;7;4;5;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353340";345;16;NA;18;327;14;65;92;63;93;206;139;11;0;2;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1
2016;"UF";"353350";304;11;NA;18;286;10;52;87;34;103;169;135;10;0;1;0;1;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"353360";53;3;NA;4;49;1;8;14;10;16;29;24;1;0;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353370";41;2;NA;2;39;1;11;11;8;8;25;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353380";18;2;NA;1;17;1;4;4;1;7;12;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353390";392;20;NA;26;366;11;79;117;78;81;223;169;14;0;11;7;4;0;6;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353400";37;1;NA;3;34;2;7;11;6;8;22;15;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353410";50;4;NA;3;47;1;9;16;6;15;27;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353420";30;1;NA;3;27;2;5;2;6;12;13;17;2;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353430";304;23;NA;12;292;17;63;93;33;86;162;142;11;0;6;4;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353440";4632;269;NA;361;4271;171;838;1665;584;1013;2502;2129;260;0;99;69;30;38;58;0;1;33;0;21;3;2;3;7;6;15;14;0;1;8;4;1;1
2016;"UF";"353450";28;0;NA;0;28;3;2;10;5;8;17;11;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353460";290;15;NA;13;277;13;48;79;37;100;158;132;6;0;3;2;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353470";865;16;NA;69;796;33;149;204;113;297;481;384;42;0;11;10;1;4;9;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2016;"UF";"353475";63;5;NA;5;58;3;7;17;14;17;33;30;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353480";67;3;NA;2;65;1;8;18;8;30;36;31;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353490";110;0;NA;7;103;4;12;26;21;40;69;41;1;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353500";82;1;NA;11;71;1;15;19;15;21;55;27;3;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353510";60;4;NA;5;55;1;10;15;6;23;37;23;1;0;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353520";95;4;NA;7;88;2;12;22;18;34;51;44;4;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353530";212;6;NA;10;202;9;35;64;25;69;102;110;4;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353540";111;4;NA;7;104;4;21;28;9;42;59;52;5;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353550";365;11;NA;28;337;10;59;105;64;99;189;176;17;0;6;6;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353560";118;0;NA;10;108;7;16;26;18;41;69;49;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353570";52;2;NA;9;43;2;11;11;3;16;34;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353580";138;3;NA;9;129;1;23;23;11;71;69;69;11;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2016;"UF";"353590";31;2;NA;3;28;2;7;8;3;8;20;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353600";106;2;NA;2;104;3;17;31;20;33;54;52;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353610";51;2;NA;4;47;2;8;13;7;17;32;19;3;0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353620";149;4;NA;16;133;2;18;44;23;46;85;64;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353625";19;2;NA;1;18;0;2;7;1;8;13;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353630";88;3;NA;6;82;3;14;25;7;33;56;32;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"353640";53;1;NA;5;48;1;8;16;4;19;30;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353650";462;31;NA;50;412;22;89;100;57;144;275;187;34;0;10;6;4;0;6;0;0;4;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0
2016;"UF";"353657";11;1;NA;0;11;0;2;5;2;2;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353660";61;4;NA;3;58;4;14;18;11;11;29;32;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353670";297;15;NA;17;280;11;47;61;53;108;161;136;17;0;3;2;1;2;2;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"353680";65;5;NA;4;61;2;9;20;12;18;40;25;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353690";21;0;NA;1;20;2;4;6;2;6;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353700";128;2;NA;8;120;4;26;36;18;36;69;59;10;0;3;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353710";318;15;NA;29;289;11;56;93;64;65;193;125;11;0;2;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"353715";20;1;NA;1;19;1;5;7;2;4;10;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353720";96;7;NA;13;83;4;10;25;10;34;54;42;6;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353730";476;12;NA;34;442;11;78;150;73;130;264;212;19;0;5;4;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353740";211;9;NA;15;196;10;37;64;20;65;113;98;13;0;2;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353750";63;3;NA;6;57;4;10;25;4;14;36;27;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353760";600;15;NA;46;554;20;105;201;67;161;357;242;24;0;12;6;6;2;9;0;0;3;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0
2016;"UF";"353770";50;0;NA;3;47;1;10;21;6;9;35;15;0;0;3;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353780";493;14;NA;36;457;10;55;135;92;165;303;190;12;0;5;3;2;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353790";213;19;NA;22;191;2;44;49;19;77;132;81;12;0;3;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353800";980;30;NA;85;895;24;190;292;148;241;545;435;33;0;21;17;4;5;16;0;0;4;0;3;2;0;0;1;0;3;2;0;0;1;1;0;0
2016;"UF";"353810";142;2;NA;9;133;2;23;41;17;50;77;65;5;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353820";122;10;NA;10;112;2;25;39;19;27;80;42;3;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353830";32;1;NA;2;30;0;3;8;3;16;19;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353850";126;2;NA;8;118;5;17;40;20;36;75;51;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353860";223;19;NA;21;202;4;33;78;49;38;118;105;6;0;4;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353870";2636;309;NA;200;2436;109;567;515;315;930;1451;1184;104;0;30;25;5;12;25;1;0;3;0;7;1;0;0;2;4;3;3;0;0;0;3;0;0
2016;"UF";"353880";249;18;NA;12;237;7;43;71;36;80;129;120;7;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353890";228;5;NA;8;220;17;32;37;52;82;109;119;10;0;4;3;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353900";82;4;NA;8;74;5;13;29;7;20;45;37;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353910";93;0;NA;14;79;6;14;34;9;16;58;35;4;0;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353920";189;9;NA;12;177;11;35;47;28;56;104;85;12;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353930";529;15;NA;23;506;16;120;140;100;130;268;261;18;0;5;5;0;2;4;0;0;1;0;2;0;0;0;1;1;1;1;0;0;0;0;0;0
2016;"UF";"353940";98;2;NA;5;93;2;18;16;17;40;51;47;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353950";229;13;NA;22;207;8;52;55;33;59;123;106;15;0;3;2;1;2;2;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0
2016;"UF";"353960";35;1;NA;4;31;3;3;12;7;6;22;13;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0
2016;"UF";"353970";18;2;NA;1;17;0;2;5;1;9;8;10;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"353980";751;52;NA;56;695;34;116;176;91;278;410;341;25;0;12;8;4;7;7;0;0;5;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0
2016;"UF";"353990";61;1;NA;8;53;2;8;14;8;21;39;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354000";165;12;NA;8;157;4;34;46;20;53;78;87;6;0;6;5;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354010";33;0;NA;3;30;0;5;5;4;16;22;11;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354020";218;8;NA;20;198;6;31;66;34;61;112;106;16;0;5;5;0;1;3;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
2016;"UF";"354025";35;1;NA;2;33;2;8;8;8;7;18;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354030";19;2;NA;4;15;0;3;7;2;3;13;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354040";55;4;NA;6;49;7;3;13;7;19;25;30;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354050";75;1;NA;5;70;3;7;25;11;24;47;28;2;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354060";356;12;NA;26;330;23;63;105;55;84;202;154;13;0;3;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354070";318;11;NA;23;295;12;62;95;49;77;167;150;13;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354075";116;5;NA;13;103;4;15;32;16;36;57;59;9;0;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"354080";119;3;NA;12;107;3;21;32;22;29;63;56;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
