"ANO";"NIVEL";"CODMUNRES";"TO";"TORC";"TORCR";"TO_NN";"TO_N";"TO_CB_I";"TO_CB_N";"TO_CB_C";"TO_CB_R";"TO_CB_O";"TO_M";"TO_F";"TO_F_IF";"TO_FT";"TO_NT";"TO_NT_P";"TO_NT_T";"TO_PNT";"TONT_B";"TONT_PT";"TONT_A";"TONT_PD";"TONT_I";"TO_MT";"TO_MT_DG";"TO_MT_PT";"TO_MT_AB";"TO_MT_42";"TO_MT_43";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_ES";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_EM";"TO_MT_P_ESI";"TO_MT_P_ESC"
2016;"UF";"355490";66;5;NA;8;58;3;10;14;13;18;30;36;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355495";52;5;NA;6;46;1;4;18;9;14;29;23;0;0;3;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355500";658;67;NA;39;619;35;94;199;96;195;357;301;27;0;8;7;1;5;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355510";155;9;NA;16;139;8;26;32;25;48;92;63;4;0;3;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355520";20;0;NA;6;14;1;4;6;0;3;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355530";18;0;NA;1;17;1;3;5;2;6;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355535";33;0;NA;4;29;0;8;9;3;9;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355540";562;20;NA;60;502;29;78;118;70;207;351;211;24;0;9;9;0;4;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355550";39;4;NA;5;34;2;8;12;3;9;19;20;3;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355560";85;0;NA;12;73;3;21;20;9;20;49;36;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355570";18;1;NA;2;16;1;3;6;2;4;10;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355580";82;4;NA;7;75;2;12;27;9;25;48;34;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355590";17;2;NA;3;14;1;2;3;2;6;8;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355600";108;2;NA;10;98;6;24;31;10;27;60;48;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355610";69;4;NA;5;64;4;14;18;5;23;36;33;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355620";812;13;NA;37;775;27;160;226;166;196;406;405;28;0;12;5;7;1;10;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1
2016;"UF";"355630";177;6;NA;14;163;7;33;51;21;51;95;82;6;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355635";75;6;NA;7;68;0;7;34;9;18;41;34;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355640";278;24;NA;15;263;5;49;72;31;106;152;126;13;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355645";285;10;NA;18;267;6;46;100;46;69;160;125;13;0;7;4;3;1;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355650";560;32;NA;52;508;15;93;217;73;110;332;227;30;0;13;11;2;7;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355660";102;8;NA;5;97;3;17;36;16;25;64;38;7;0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355670";399;25;NA;12;387;14;80;112;84;97;223;176;20;0;6;4;2;1;4;0;0;2;0;2;0;0;0;1;1;1;1;0;0;0;0;1;0
2016;"UF";"355680";127;5;NA;4;123;2;22;34;20;45;69;58;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355690";35;4;NA;4;31;0;5;6;6;14;21;14;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355695";16;0;NA;0;16;1;2;7;3;3;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355700";764;10;NA;63;701;36;140;160;130;235;425;339;36;0;8;6;2;7;8;0;0;0;0;2;1;0;0;1;0;2;2;0;0;0;0;0;0
2016;"UF";"355710";625;48;NA;47;578;22;127;192;58;179;353;272;20;0;6;4;2;2;6;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
2016;"UF";"355715";20;0;NA;3;17;2;3;5;1;6;12;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355720";114;7;NA;6;108;3;13;31;12;49;55;59;4;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;"UF";"355730";62;3;NA;3;59;2;8;14;8;27;29;33;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
